hotel_name,review_id,value_star,location_star,cleanliness_star,service_star,rooms_star,sleep_quality,star_rating
Embassy Suites by Hilton Boston - at Logan Airport,review_378610074,,4,,4,4,,4
"The Langham, Boston",review_143608371,4,5,5,5,4,5,5
InterContinental Boston,review_115893656,5,,5,5,,5,5
Omni Parker House,review_264944342,,,,,,,4
Omni Parker House,review_248059050,,5,5,5,,,5
"Fairmont Copley Plaza, Boston",review_143527153,5,5,5,5,5,5,5
Hotel Commonwealth,review_205831987,2,5,4,2,4,4,3
Lenox Hotel,review_118167882,5,5,,5,4,,5
Boston Harbor Hotel,review_125548391,5,5,5,5,5,,5
Omni Parker House,review_200300507,5,,5,5,5,5,5
Hilton Boston Logan Airport,review_165452299,4,5,5,5,5,5,5
Colonnade Hotel,review_46495852,4,4,5,3,5,,4
Residence Inn Boston Back Bay/Fenway,review_185294483,,,,,,,4
Harborside Inn,review_140022071,5,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_133907200,4,5,5,5,5,,5
Hilton Boston Back Bay,review_262780490,,,,,,,4
"The Westin Copley Place, Boston",review_428438150,,,,,,,5
Hyatt Regency Boston Harbor,review_158739806,5,5,5,5,5,5,5
Omni Parker House,review_175623131,3,5,5,5,3,3,3
Hilton Boston Logan Airport,review_176497130,3,4,4,4,4,4,4
Sheraton Boston Hotel,review_388793362,,,,,,,2
Hilton Boston Back Bay,review_192817197,4,4,4,4,4,4,4
Boston Harbor Hotel,review_241579101,,5,,5,5,,5
Hilton Boston Back Bay,review_189129436,5,5,3,3,3,4,4
Wyndham Boston Beacon Hill,review_357870147,4,4,5,5,5,5,5
Constitution Inn,review_240286264,4,4,4,4,,4,3
Sheraton Boston Hotel,review_369507835,,5,5,4,,,5
InterContinental Boston,review_338748906,,,5,4,,4,4
Hyatt Regency Boston,review_220649836,,,5,5,,4,4
XV Beacon,review_4036370,4,,5,5,5,,5
Omni Parker House,review_112583765,3,5,4,4,2,3,4
Hilton Boston Downtown / Faneuil Hall,review_150580103,5,5,5,5,5,5,5
Holiday Inn Express Boston,review_265762744,,,,,,,4
The Midtown Hotel,review_280071235,3,5,3,4,3,2,3
"Fairmont Copley Plaza, Boston",review_402257643,,,,,,,4
Kimpton Nine Zero Hotel,review_120281831,4,5,5,5,4,3,5
Sheraton Boston Hotel,review_334108039,5,,,5,5,,5
Lenox Hotel,review_127338030,5,5,5,5,5,5,5
Hilton Boston Logan Airport,review_318412787,3,,,2,,3,3
Hampton Inn & Suites Boston Crosstown Center,review_385991664,3,2,4,2,4,3,2
Colonnade Hotel,review_174117192,4,5,3,5,4,5,4
Boston Park Plaza,review_428930547,,5,,5,5,,5
"Fairmont Copley Plaza, Boston",review_126804451,4,3,5,5,5,5,5
The Inn at Longwood Medical,review_31895085,5,5,4,4,4,,4
Boston Harbor Hotel,review_160502326,5,5,5,5,5,5,5
Omni Parker House,review_19005814,4,5,4,3,3,,3
The Inn at Longwood Medical,review_341299302,,,,,,,4
"Ames Boston Hotel, Curio Collection by Hilton",review_122140679,5,5,5,5,5,5,5
Hilton Boston Logan Airport,review_7951765,5,5,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_200773874,4,4,5,5,5,5,4
Eliot Hotel,review_34943785,5,5,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_280873941,,,,,,,3
Courtyard Boston Copley Square,review_374881865,,,,,,,5
Hilton Boston Back Bay,review_230564091,,,5,5,4,,4
Loews Boston Hotel,review_429744803,,,,,,,5
Kimpton Nine Zero Hotel,review_7844195,5,5,4,5,4,,5
"The Westin Copley Place, Boston",review_74294521,,,,1,,,1
Hyatt Regency Boston,review_237215927,4,5,5,4,5,5,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_426828950,3,,,2,,3,3
Hilton Boston Logan Airport,review_145270032,4,3,4,4,4,4,4
Embassy Suites by Hilton Boston - at Logan Airport,review_187876154,3,3,4,2,5,3,3
Copley Square Hotel,review_361278758,,,,,,,4
Colonnade Hotel,review_239079553,,,,4,4,4,4
Kimpton Onyx Hotel,review_6705231,1,2,1,2,1,,1
"The Westin Copley Place, Boston",review_120677321,5,5,5,5,5,5,5
Hilton Boston Back Bay,review_159296173,5,5,5,5,5,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_332557752,,4,4,2,,,2
Boston Harbor Hotel,review_143265834,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_290502679,3,,,5,4,,4
Revere Hotel Boston Common,review_349124049,5,5,5,5,4,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_391553367,,4,,5,,4,4
The Bostonian Boston,review_331701383,5,,,5,,5,5
Loews Boston Hotel,review_158494478,4,5,5,5,5,5,5
Taj Boston,review_259604341,,,5,5,,5,5
XV Beacon,review_69378863,4,4,5,4,5,5,5
"The Westin Copley Place, Boston",review_114519223,1,,3,1,,3,2
Hotel 140,review_156775912,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_245684926,,5,,4,5,,5
Four Seasons Hotel Boston,review_211648567,3,5,5,5,4,4,5
Copley Square Hotel,review_425177329,,,,,,,4
Hotel Commonwealth,review_131410210,4,5,5,5,5,4,5
InterContinental Boston,review_165039625,3,4,5,4,4,5,4
Hotel Commonwealth,review_117736988,3,,4,5,,1,3
Courtyard Boston Logan Airport,review_431756966,,,,,,,5
Comfort Inn - Boston,review_274817710,,,,,,,5
InterContinental Boston,review_187175349,3,4,5,5,5,5,5
The Verb Hotel,review_223165828,,,5,5,5,,5
Lenox Hotel,review_116408783,5,,5,5,,5,5
The Godfrey Hotel Boston,review_425906367,4,5,5,3,4,5,4
Loews Boston Hotel,review_187251463,4,5,5,4,4,5,5
Constitution Inn,review_16911635,5,5,5,5,3,,5
Hotel Commonwealth,review_211070721,5,5,5,5,4,5,5
InterContinental Boston,review_201697278,,5,5,5,5,5,5
Lenox Hotel,review_28381835,5,5,5,5,5,,5
Club Quarters Hotel in Boston,review_315227193,2,,,1,,3,2
Boston Marriott Copley Place,review_10047541,,,,,,,5
The Midtown Hotel,review_264451778,5,5,4,4,4,2,4
Lenox Hotel,review_250229625,,,,5,5,4,5
Hilton Boston Logan Airport,review_181918055,,,,,,,4
The Verb Hotel,review_346431959,,,,,,,5
BEST WESTERN PLUS Roundhouse Suites,review_207207365,4,4,4,3,4,4,4
Omni Parker House,review_134779856,3,5,4,5,4,3,3
Sheraton Boston Hotel,review_234340515,,5,5,5,,,5
Hilton Boston Logan Airport,review_237686895,3,5,4,5,3,4,4
Boston Harbor Hotel,review_319630976,,,,,,,5
The Godfrey Hotel Boston,review_431576439,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_169491811,2,3,3,1,3,,2
Boston Marriott Long Wharf,review_221556982,,5,5,5,,,5
Omni Parker House,review_331107119,,,,,,,3
The Midtown Hotel,review_317991122,3,5,4,2,3,4,3
DoubleTree Club by Hilton Hotel Boston Bayside,review_409115880,4,4,5,5,4,4,4
Hilton Garden Inn Boston Logan Airport,review_425339801,,,5,3,3,,2
"The Westin Copley Place, Boston",review_252172034,4,,,4,,5,5
Hilton Boston Logan Airport,review_7854061,5,5,5,5,5,,5
Copley Square Hotel,review_137088843,3,5,5,5,4,5,5
InterContinental Boston,review_171117612,3,4,4,4,4,4,3
"The Langham, Boston",review_119095812,4,3,4,5,4,4,4
"The Westin Copley Place, Boston",review_427769260,,,,,,,5
Kimpton Nine Zero Hotel,review_16224086,5,5,5,5,5,,5
Loews Boston Hotel,review_297058802,3,,,4,5,,4
Sheraton Boston Hotel,review_373863387,5,,5,5,,,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_412237351,,,,,,,5
Hyatt Regency Boston Harbor,review_430292462,4,4,4,2,4,4,4
Hilton Garden Inn Boston Logan Airport,review_340993119,,,,5,5,5,5
Seaport Boston Hotel,review_197873206,4,5,5,5,5,5,5
Hilton Boston Back Bay,review_352336122,4,,,,4,,4
The Boston Common Hotel and Conference Center,review_132279741,2,4,2,4,2,2,2
The Verb Hotel,review_347220254,,5,5,5,,,5
Revere Hotel Boston Common,review_391139829,5,5,5,5,5,5,5
Boston Marriott Copley Place,review_228382055,4,,,4,5,,5
Colonnade Hotel,review_379373584,,,,5,4,5,5
Boston Marriott Copley Place,review_209439736,4,5,3,5,3,2,4
DoubleTree Suites by Hilton Boston-Cambridge,review_389495700,5,5,5,5,5,5,5
Boston Marriott Copley Place,review_10484075,2,3,4,3,4,,2
Hilton Boston Downtown / Faneuil Hall,review_345255805,,,,,,,4
Boston Marriott Copley Place,review_245141708,3,5,,5,,,3
Omni Parker House,review_191294763,4,5,5,5,5,5,5
Hampton Inn & Suites Boston Crosstown Center,review_329837598,,,5,5,5,,5
Loews Boston Hotel,review_157234216,4,5,3,3,2,3,4
"The Westin Copley Place, Boston",review_416878988,,,,,,,5
The Midtown Hotel,review_122610823,4,5,3,3,3,3,3
Omni Parker House,review_216519900,5,5,5,5,5,5,5
"The Envoy Hotel, Autograph Collection",review_293489206,5,,,5,,5,5
Hilton Boston Logan Airport,review_228403381,1,5,2,1,1,3,2
Hilton Boston Downtown / Faneuil Hall,review_354640870,5,,,5,,4,5
Club Quarters Hotel in Boston,review_146402528,5,5,4,5,5,5,5
Residence Inn Boston Harbor on Tudor Wharf,review_287314606,,,,5,3,4,5
Seaport Boston Hotel,review_119706141,5,5,5,5,5,5,5
"Battery Wharf Hotel, Boston Waterfront",review_151549245,5,5,5,5,5,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_211307709,4,3,4,5,5,4,5
The Midtown Hotel,review_278609795,3,4,3,4,2,2,2
Aloft Boston Seaport,review_400089389,,,,,,,5
Lenox Hotel,review_129082505,4,5,5,5,4,3,5
Omni Parker House,review_366505907,1,5,5,5,5,5,1
"Ames Boston Hotel, Curio Collection by Hilton",review_340447231,4,,,4,,4,4
Embassy Suites by Hilton Boston - at Logan Airport,review_10305027,4,5,5,5,5,,5
Hilton Boston Logan Airport,review_244925040,,,,,,,5
Kimpton Nine Zero Hotel,review_115068891,5,,5,5,,5,4
Hotel Commonwealth,review_128085333,5,5,5,5,5,4,5
enVision Hotel Boston - Longwood,review_360005159,,,,,,,5
Hilton Boston Downtown / Faneuil Hall,review_134086891,3,3,3,3,3,3,3
Hampton Inn & Suites Boston Crosstown Center,review_423779659,3,4,4,5,5,2,4
DoubleTree Suites by Hilton Boston-Cambridge,review_197241429,4,5,5,5,5,5,4
Residence Inn Boston Back Bay/Fenway,review_219508620,,5,5,5,,,5
Omni Parker House,review_312605863,,,5,4,3,,3
The Midtown Hotel,review_431830504,1,5,2,4,2,3,1
The Midtown Hotel,review_384276558,4,4,3,3,3,3,3
Constitution Inn,review_365259581,,,,,,,3
Boston Harbor Hotel,review_207571812,4,5,5,4,4,,4
InterContinental Boston,review_358901385,4,4,5,5,5,4,5
Boston Marriott Copley Place,review_177320652,3,5,4,4,4,4,4
Seaport Boston Hotel,review_180702783,5,5,5,5,5,4,5
Hotel Commonwealth,review_185744581,4,5,5,5,5,5,5
Hotel Commonwealth,review_273396887,,,,4,4,4,4
Taj Boston,review_317411213,,,,5,5,5,5
Hyatt Regency Boston Harbor,review_293678148,5,,,5,,5,5
Wyndham Boston Beacon Hill,review_206105695,4,5,5,4,5,5,4
Boston Marriott Copley Place,review_116988897,4,,4,4,,4,4
Hotel Commonwealth,review_361890618,1,,4,2,,,2
InterContinental Boston,review_185461287,,,,,,,4
The Midtown Hotel,review_335936185,5,5,5,5,4,3,4
Charlesmark Hotel,review_253877754,,,5,5,5,,5
Hotel 140,review_296701700,4,5,5,5,5,5,5
Eliot Hotel,review_224296260,5,5,5,5,5,,5
Revere Hotel Boston Common,review_340733310,,,,,,,4
Revere Hotel Boston Common,review_161167619,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_6527128,5,5,5,5,5,,5
Residence Inn Boston Harbor on Tudor Wharf,review_161089843,5,5,4,5,5,4,5
Residence Inn Boston Back Bay/Fenway,review_313082479,5,5,5,5,5,5,5
W Boston,review_285019923,5,,,5,,5,5
Newbury Guest House,review_133138782,5,5,5,5,5,5,5
Taj Boston,review_18244146,5,5,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_194804725,3,5,5,5,5,4,4
Hotel Boston,review_81779716,5,5,4,4,3,5,4
The Midtown Hotel,review_175874960,1,3,2,4,1,1,1
Omni Parker House,review_203263632,4,5,5,5,5,5,5
Courtyard Boston Copley Square,review_237433251,5,5,5,5,5,,5
Charlesmark Hotel,review_87059583,4,5,5,5,5,5,5
Boston Marriott Long Wharf,review_244863341,5,,,5,,5,5
Hotel Boston,review_290356773,,,5,5,,5,5
The Midtown Hotel,review_275556023,4,4,3,3,3,3,3
Colonnade Hotel,review_270448890,,,,5,5,5,5
Newbury Guest House,review_312437430,3,4,,4,,,3
XV Beacon,review_143150144,3,4,5,5,5,4,5
Holiday Inn Express Boston,review_271874141,1,3,,5,,,3
InterContinental Boston,review_133540230,3,3,5,5,5,5,5
The Midtown Hotel,review_278851736,1,2,1,2,1,2,1
Residence Inn Boston Back Bay/Fenway,review_291763529,3,5,5,5,4,5,4
enVision Hotel Boston - Longwood,review_182828511,5,4,5,5,5,5,5
Revere Hotel Boston Common,review_167342963,4,5,4,5,4,4,4
Omni Parker House,review_354004481,4,5,4,5,4,5,4
Hyatt Regency Boston,review_248976142,,,,,,,3
Hilton Boston Back Bay,review_225768367,,5,,4,4,,4
Hilton Boston Downtown / Faneuil Hall,review_388872421,,,,,,,1
Aloft Boston Seaport,review_373887966,,,,,,,2
Hilton Boston Logan Airport,review_262854994,5,5,5,5,5,5,5
Boston Harbor Hotel,review_371257287,,,,5,5,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_202346632,4,4,5,5,5,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_250731907,5,5,5,5,5,5,5
Boston Park Plaza,review_385261085,4,5,5,5,5,5,5
Hotel Commonwealth,review_211921712,,,,,,,5
Hotel 140,review_296904202,4,5,4,5,3,5,4
Boston Marriott Copley Place,review_151382499,3,4,4,4,4,4,4
"The Westin Copley Place, Boston",review_153191533,3,5,5,4,3,4,3
Boston Marriott Long Wharf,review_15484963,5,4,5,4,4,,5
Residence Inn Boston Downtown/Seaport,review_328444461,,,,5,5,5,5
Omni Parker House,review_232250502,,,,,,,4
Lenox Hotel,review_56702242,5,5,5,5,5,5,5
Boston Harbor Hotel,review_199318070,4,5,3,4,4,4,4
Revere Hotel Boston Common,review_137991594,,,,,,,5
"Ames Boston Hotel, Curio Collection by Hilton",review_207558266,3,5,5,5,3,4,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_139695359,3,4,4,3,4,4,4
Courtyard Boston Logan Airport,review_179119779,2,3,4,5,1,2,3
Lenox Hotel,review_387062119,,5,,4,4,,4
"Battery Wharf Hotel, Boston Waterfront",review_172228339,4,5,5,5,5,4,5
The Westin Boston Waterfront,review_115080999,,,5,4,,5,4
Hotel Commonwealth,review_355134836,,,,,,,5
Sheraton Boston Hotel,review_340295503,5,,,5,,5,5
Hyatt Regency Boston,review_363338663,,,3,2,,2,1
Omni Parker House,review_289628149,3,,,5,,,5
Kimpton Onyx Hotel,review_156698971,5,3,5,5,5,5,5
The Westin Boston Waterfront,review_323422426,,,,,,,5
Omni Parker House,review_378656532,,,5,5,,4,4
"The Westin Copley Place, Boston",review_184736037,,,,,,,5
"The Westin Copley Place, Boston",review_3908076,2,,5,5,4,,4
Courtyard Boston-South Boston,review_155871918,4,4,5,5,4,2,3
Courtyard Boston Copley Square,review_151415894,5,5,5,5,5,5,5
Revere Hotel Boston Common,review_331721781,,5,4,4,,,4
Embassy Suites by Hilton Boston - at Logan Airport,review_121609809,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_163417606,4,3,4,4,4,4,4
Omni Parker House,review_191770709,3,5,4,4,3,3,4
Hilton Boston Downtown / Faneuil Hall,review_167834312,5,5,5,5,5,5,5
Hampton Inn & Suites Boston Crosstown Center,review_428946644,,4,,5,,4,5
W Boston,review_372187394,,,,,,,5
Hotel Boston,review_121139600,4,4,4,4,3,3,4
Newbury Guest House,review_242603601,,5,,4,,5,4
The Midtown Hotel,review_431174882,5,5,5,5,4,4,5
Chandler Inn,review_252964157,,,2,1,,3,2
Copley Square Hotel,review_425179961,,,,,,,2
The Verb Hotel,review_414948445,,,,,,,5
Copley Square Hotel,review_365597961,,,,,,,5
Omni Parker House,review_191697382,5,5,5,5,5,5,5
Omni Parker House,review_190154251,3,5,5,5,3,4,4
Colonnade Hotel,review_366538612,5,5,,5,,,5
"Battery Wharf Hotel, Boston Waterfront",review_138539775,4,5,5,4,5,4,4
Hotel 140,review_184306496,5,5,5,5,5,5,5
Sheraton Boston Hotel,review_335051530,,5,5,5,,,4
Hilton Boston Downtown / Faneuil Hall,review_428362643,4,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_59450004,2,5,3,2,4,3,2
The Midtown Hotel,review_295009063,5,5,4,5,4,4,4
The Inn at Longwood Medical,review_231951733,5,,,5,5,,5
Courtyard Boston Copley Square,review_196782643,3,5,4,4,4,4,4
Courtyard Boston Copley Square,review_320927979,,,,,,,5
Loews Boston Hotel,review_256458924,,5,5,5,,,5
DoubleTree Suites by Hilton Boston-Cambridge,review_299411540,5,5,5,5,5,4,5
Seaport Boston Hotel,review_180859945,,,,,,,4
Renaissance Boston Waterfront Hotel,review_101938904,3,5,5,4,4,5,5
"Fairmont Copley Plaza, Boston",review_257555558,5,5,,5,,,5
Omni Parker House,review_118158419,3,5,,4,3,,3
Boston Marriott Copley Place,review_308368671,,,,,,,3
The Midtown Hotel,review_246524182,5,5,5,4,5,4,5
The Boxer Boston,review_167018234,5,4,5,5,5,,5
Taj Boston,review_225669173,,5,,5,5,,5
Revere Hotel Boston Common,review_287063274,,,,3,4,4,3
Kimpton Nine Zero Hotel,review_221118667,,,,5,3,3,4
BEST WESTERN PLUS Roundhouse Suites,review_268958311,,2,,5,4,,4
Club Quarters Hotel in Boston,review_413303555,5,5,4,5,5,4,4
Hilton Boston Back Bay,review_251001260,4,4,,4,,,4
Chandler Inn,review_161240983,3,5,5,4,5,4,5
The Bostonian Boston,review_155825025,5,5,5,4,5,1,4
InterContinental Boston,review_416093383,5,5,5,5,5,5,5
Omni Parker House,review_195162960,5,5,5,5,5,5,5
Hotel 140,review_194451505,5,5,5,5,5,5,5
Renaissance Boston Waterfront Hotel,review_198697525,4,5,4,5,4,4,4
Kimpton Onyx Hotel,review_58342768,4,4,5,5,5,5,4
Aloft Boston Seaport,review_381144442,,3,5,4,,,4
"The Langham, Boston",review_399060619,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_255302555,4,4,4,4,3,3,4
"The Ritz-Carlton, Boston",review_133954929,5,5,5,5,5,5,5
Omni Parker House,review_181083528,4,4,4,5,3,4,4
Kimpton Nine Zero Hotel,review_167422476,2,5,5,3,2,5,3
Hilton Boston Back Bay,review_181472792,4,5,5,5,5,5,5
"The Westin Copley Place, Boston",review_122876083,,,,,,,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_364282958,,,,,,,5
Hilton Boston Logan Airport,review_156157733,4,5,4,5,5,,5
DoubleTree Suites by Hilton Boston-Cambridge,review_19129259,2,1,1,2,2,,1
Courtyard Boston-South Boston,review_18891556,5,4,5,5,5,,3
Americas Best Value Inn,review_4625857,4,,4,3,4,,4
Boston Harbor Hotel,review_228378503,,,5,5,,5,5
Renaissance Boston Waterfront Hotel,review_72643414,1,2,4,4,1,1,2
Hilton Boston Back Bay,review_348053939,,,,,,,4
The Godfrey Hotel Boston,review_429669622,3,5,4,4,3,3,3
Omni Parker House,review_300529630,3,4,3,4,2,2,3
Newbury Guest House,review_382293809,4,,5,4,,,4
Hyatt Regency Boston,review_313456465,5,5,5,5,5,5,5
Omni Parker House,review_7195566,4,5,5,5,4,,4
InterContinental Boston,review_280024823,5,,5,5,,,5
The Bostonian Boston,review_127561893,,,,,,,3
Hilton Boston Logan Airport,review_352028410,4,4,5,3,5,5,4
The Boston Common Hotel and Conference Center,review_181421950,5,5,3,4,3,5,4
Wyndham Boston Beacon Hill,review_250543936,3,5,5,5,5,3,3
Hotel Boston,review_59584014,4,4,4,5,4,4,4
enVision Hotel Boston - Longwood,review_346845652,,,,,,,5
Boston Park Plaza,review_424771718,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_146303002,5,5,5,5,5,5,5
Copley Square Hotel,review_177113035,4,5,5,5,5,,5
Kimpton Nine Zero Hotel,review_135916003,4,5,5,4,5,5,5
Kimpton Nine Zero Hotel,review_120891102,5,5,5,5,5,5,5
Renaissance Boston Waterfront Hotel,review_304229227,2,4,,3,,,3
Omni Parker House,review_177281478,4,5,5,5,4,,5
The Godfrey Hotel Boston,review_407446127,4,5,5,4,5,5,4
Omni Parker House,review_165573831,4,5,4,5,4,4,4
Courtyard Boston Copley Square,review_335798787,,,,,,,5
Kimpton Nine Zero Hotel,review_139250037,5,5,5,5,5,5,5
"Mandarin Oriental, Boston",review_338991107,5,5,5,5,5,5,5
Omni Parker House,review_36191686,5,5,5,5,4,,5
Sheraton Boston Hotel,review_364156568,,,,,,,3
"The Ritz-Carlton, Boston",review_115210079,5,,5,5,,5,5
Renaissance Boston Waterfront Hotel,review_202067386,4,3,4,4,4,4,4
InterContinental Boston,review_371877894,5,5,5,5,5,5,5
Wyndham Boston Beacon Hill,review_256713522,5,,,5,5,,5
XV Beacon,review_323538480,,,5,5,,5,5
Courtyard Boston-South Boston,review_127486096,4,5,5,5,4,,5
Omni Parker House,review_111030307,5,,5,5,,5,5
Hilton Boston Logan Airport,review_128007987,3,5,5,4,4,4,4
The Midtown Hotel,review_374801497,4,5,4,5,4,4,4
"Battery Wharf Hotel, Boston Waterfront",review_391818520,,,5,4,4,,4
The Midtown Hotel,review_246977602,3,2,3,5,2,2,2
Lenox Hotel,review_288285848,,,5,5,5,,5
Embassy Suites by Hilton Boston - at Logan Airport,review_385726487,3,2,3,1,3,3,2
Hotel Commonwealth,review_152636777,5,5,5,5,5,,5
Hotel Commonwealth,review_123972860,5,3,5,5,5,5,4
Seaport Boston Hotel,review_235912281,,,5,5,5,,5
Lenox Hotel,review_99785665,,,,,,,4
Courtyard Boston Copley Square,review_273320994,,,5,5,,5,5
The Bostonian Boston,review_232524604,,,,,,,4
"The Westin Copley Place, Boston",review_378813733,,,,5,5,5,5
"Battery Wharf Hotel, Boston Waterfront",review_46392975,5,5,5,5,5,,5
"Fairmont Copley Plaza, Boston",review_204853450,4,5,5,5,5,5,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_35028442,3,1,3,4,2,,3
Boston Park Plaza,review_402902557,,,,,,,4
The Godfrey Hotel Boston,review_357367098,5,5,5,5,5,5,5
Boston Harbor Hotel,review_318076622,,,,,,,5
Copley Square Hotel,review_126713061,5,5,5,5,5,5,5
Boston Marriott Long Wharf,review_374354672,4,,,4,4,,4
Hotel Commonwealth,review_133428775,3,5,5,5,5,,5
Constitution Inn,review_36345968,1,2,1,2,1,,1
Lenox Hotel,review_119858753,5,5,5,5,5,5,5
